Wall time,Step,Value
1653342005.387151,34,0.8783625960350037
1653342052.952324,69,0.6838206648826599
1653342101.079862,104,0.6456140279769897
1653342149.2634466,139,0.650682270526886
1653342196.379166,174,0.6124756336212158
1653342246.443945,209,0.6226120591163635
1653342296.577142,244,0.6549707651138306
1653342345.9442902,279,0.6109161972999573
1653342392.924189,314,0.644444465637207
1653342440.4778666,349,0.7033138275146484
1653342488.7536469,384,0.6257309913635254
1653342536.7748454,419,0.6576998233795166
1653342585.0585654,454,0.6155945658683777
1653342632.9126117,489,0.6331384181976318
1653342679.7797563,524,0.61208575963974
1653342728.274468,559,0.6580896973609924
1653342776.4983907,594,0.6526315808296204
1653342823.7580695,629,0.6284600496292114
1653342871.5437465,664,0.635477602481842
1653342918.8941169,699,0.6495126485824585
1653342966.1870444,734,0.6378167867660522
1653343013.899166,769,0.6311891078948975
1653343061.299538,804,0.6358674168586731
1653343110.6140962,839,0.6421052813529968
1653343158.013319,874,0.6155945658683777
1653343205.732903,909,0.621052622795105
1653343252.6256711,944,0.6276803016662598
1653343299.5516424,979,0.6409356594085693
1653343346.3330026,1014,0.6370370388031006
1653343392.982531,1049,0.6311891078948975
1653343440.6226876,1084,0.6335282921791077
1653343488.2349572,1119,0.6257309913635254
1653343535.0499864,1154,0.6222222447395325
1653343582.574328,1189,0.6483430862426758
1653343629.8850725,1224,0.6163742542266846
1653343677.3449154,1259,0.6471734642982483
1653343724.7639196,1294,0.6042885184288025
1653343771.842784,1329,0.6748538017272949
1653343820.0516422,1364,0.6230019330978394
1653343868.4884336,1399,0.6413255333900452
