Wall time,Step,Value
1653331788.8877125,34,0.961013674736023
1653331834.3883688,69,0.7142300009727478
1653331878.891372,104,0.6428849697113037
1653331923.3097792,139,0.6884990334510803
1653331967.5912964,174,0.638986349105835
1653332012.0774782,209,0.6717348694801331
1653332056.5192978,244,0.7274853587150574
1653332101.2652247,279,0.6846004128456116
1653332145.4500463,314,0.6499025225639343
1653332189.671422,349,0.7598440647125244
1653332234.1931868,384,0.6830409169197083
1653332279.0633702,419,0.6600390076637268
1653332323.8738642,454,0.7025341391563416
1653332368.3071122,489,0.6818713545799255
1653332412.3690927,524,0.6853801012039185
1653332456.6167052,559,0.6959064602851868
1653332501.5057847,594,0.659649133682251
1653332546.274767,629,0.6998050808906555
1653332590.930603,664,0.6693956851959229
1653332635.7080626,699,0.6612085700035095
1653332680.5033574,734,0.680701732635498
1653332725.4624434,769,0.662378191947937
1653332770.353899,804,0.7009746432304382
1653332815.0842886,839,0.6947368383407593
1653332860.6370301,874,0.7021442651748657
1653332906.7624125,909,0.6982455849647522
1653332952.6912324,944,0.6615984439849854
1653332997.3019955,979,0.7107212543487549
1653333042.021521,1014,0.6588693857192993
1653333087.1060414,1049,0.6662768125534058
1653333131.8649912,1084,0.6545808911323547
1653333176.5027692,1119,0.6838206648826599
1653333221.3946857,1154,0.6627680063247681
1653333265.990333,1189,0.7267056703567505
1653333311.1574078,1224,0.6810916066169739
1653333356.0029783,1259,0.6873294115066528
1653333400.9368129,1294,0.7594541907310486
1653333445.6641293,1329,0.7040935754776001
1653333490.2705216,1364,0.6565302014350891
1653333534.783718,1399,0.6612085700035095
