Wall time,Step,Value
1653537377.986426,199,0.7960224151611328
1653537426.2048287,399,0.6236613988876343
1653537473.9445486,599,0.6063233017921448
1653537522.0758893,799,0.5752167105674744
1653537570.1144972,999,0.6053034067153931
1653537618.477369,1199,0.6088730096817017
1653537666.3730679,1399,0.578786313533783
1653537714.8467941,1599,0.5706272125244141
1653537763.0906067,1799,0.5808261036872864
1653537811.1073122,1999,0.5757266879081726
1653537858.9746282,2199,0.6175420880317688
1653537906.0407214,2399,0.5701172947883606
1653537953.885278,2599,0.6573176980018616
1653538001.4485042,2799,0.6068332195281982
1653538049.2949076,2999,0.5446200966835022
1653538097.1765096,3199,0.5063742995262146
1653538144.8917468,3399,0.5379908084869385
1653538192.9394152,3599,0.6027536988258362
1653538240.6398675,3799,0.5578786134719849
1653538288.7246428,3999,0.5874553918838501
1653538336.3579757,4199,0.5446200966835022
1653538384.2689996,4399,0.7006629109382629
1653538432.3298197,4599,0.5395206809043884
1653538479.6855543,4799,0.5405405163764954
1653538527.3199577,4999,0.5849056839942932
1653538575.8861318,5199,0.5119836926460266
1653538623.1174397,5399,0.5716471076011658
1653538670.894827,5599,0.5762366056442261
1653538719.1715426,5799,0.5588985085487366
1653538767.8371966,5999,0.601223886013031
1653538815.285151,6199,0.566547691822052
1653538863.0597584,6399,0.5563488006591797
1653538910.9098823,6599,0.5629780888557434
1653538958.7962534,6799,0.6568077802658081
1653539006.9778888,6999,0.572157084941864
1653539055.7994323,7199,0.5481896996498108
1653539104.7835357,7399,0.5339112877845764
1653539153.338018,7599,0.5792962908744812
1653539202.269015,7799,0.663437008857727
1653539250.862851,7999,0.5334013104438782
1653539299.5184278,8199,0.6022437810897827
1653539348.297999,8399,0.5527791976928711
1653539396.2975256,8599,0.5277919173240662
1653539444.5744922,8799,0.6007139086723328
1653539493.021,8999,0.6042835116386414
1653539540.968092,9199,0.5594084858894348
1653539588.939083,9399,0.694033682346344
1653539636.66344,9599,0.5849056839942932
1653539685.2947533,9799,0.5186129808425903
1653539733.6177456,9999,0.6155022978782654
1653541630.8011844,10199,0.5604283809661865
1653542823.3920848,10399,0.5323814153671265
1653544086.6917512,10599,0.5910249948501587
1653545336.1106017,10799,0.5390107035636902
1653546617.7337537,10999,0.5543090105056763
1653547897.5698335,11199,0.544110119342804
1653549181.7628875,11399,0.5594084858894348
1653550453.1335638,11599,0.6404895186424255
1653551749.6174371,11799,0.6093829870223999
1653553007.007578,11999,0.5191228985786438
1653554285.5239053,12199,0.5772565007209778
1653555584.7116396,12399,0.5808261036872864
1653556844.0118172,12599,0.5344212055206299
1653558142.5820014,12799,0.5798062086105347
1653559427.400327,12999,0.5308516025543213
1653560707.2340012,13199,0.5425803065299988
1653561986.3374007,13399,0.5415604114532471
1653563286.820451,13599,0.5277919173240662
1653564542.2262456,13799,0.5563488006591797
1653565804.1028423,13999,0.5961244106292725
1653567060.178512,14199,0.5379908084869385
1653568322.9192674,14399,0.5532891154289246
1653569593.8426585,14599,0.5354411005973816
1653570905.438604,14799,0.5145334005355835
1653572222.4093537,14999,0.5833758115768433
1653573532.4524367,15199,0.6109127998352051
1653575134.459947,15399,0.628760814666748
1653576392.6988301,15599,0.5486996173858643
1653577657.3665528,15799,0.5334013104438782
1653578899.3458707,15999,0.543090283870697
