Wall time,Step,Value
1653340092.1445937,34,1.0
1653340140.2199757,69,0.6923976540565491
1653340188.4974694,104,0.6842105388641357
1653340237.1482215,139,0.6530214548110962
1653340285.8353448,174,0.7185184955596924
1653340333.4544914,209,0.7512670755386353
1653340381.4782465,244,0.686549723148346
1653340429.2398238,279,0.6994152069091797
1653340475.3970463,314,0.6549707651138306
1653340524.5077984,349,0.6358674168586731
1653340573.570442,384,0.6576998233795166
1653340621.4157236,419,0.6810916066169739
1653340668.4986014,454,0.6487329602241516
1653340715.1698396,489,0.6569200754165649
1653340763.587333,524,0.653411328792572
1653340810.573758,559,0.6502923965454102
1653340857.9272013,594,0.6382066011428833
1653340905.2715626,629,0.6549707651138306
1653340952.5433784,664,0.6600390076637268
1653340999.4002297,699,0.6814814805984497
1653341046.8411222,734,0.6463937759399414
1653341095.1034033,769,0.6370370388031006
1653341141.870139,804,0.6323586702346802
1653341189.2231655,839,0.6584795117378235
1653341236.7058482,874,0.641715407371521
1653341285.68578,909,0.6241715550422668
1653341333.025948,944,0.6787524223327637
1653341379.7888923,979,0.6436647176742554
1653341427.8355072,1014,0.6709551811218262
1653341476.5946004,1049,0.6315789222717285
1653341523.2724154,1084,0.6541910171508789
1653341570.5192392,1119,0.6483430862426758
1653341617.6048582,1154,0.7099415063858032
1653341664.5780015,1189,0.6530214548110962
1653341714.2041938,1224,0.6682261228561401
1653341760.495559,1259,0.6514619588851929
1653341808.8092463,1294,0.650682270526886
1653341857.0222106,1329,0.6448342800140381
1653341905.2837465,1364,0.7064327597618103
1653341952.898121,1399,0.641715407371521
