Wall time,Step,Value
1653334488.932849,34,0.7851851582527161
1653334535.7893004,69,0.7259259223937988
1653334582.0030494,104,0.7536062598228455
1653334628.3105688,139,0.6097465753555298
1653334674.1978996,174,0.6947368383407593
1653334720.4735444,209,0.6432748436927795
1653334766.534624,244,0.7972709536552429
1653334813.6899693,279,0.689278781414032
1653334860.6804078,314,0.6405457854270935
1653334907.3910453,349,0.6861598491668701
1653334953.6913874,384,0.6764132380485535
1653334999.6159272,419,0.680311918258667
1653335045.8303561,454,0.7044834494590759
1653335092.3588114,489,0.6448342800140381
1653335138.2982187,524,0.6752436757087708
1653335184.6148107,559,0.6565302014350891
1653335231.147109,594,0.7009746432304382
1653335277.5044029,629,0.6374269127845764
1653335323.9415467,664,0.6978557705879211
1653335370.06775,699,0.6869395971298218
1653335416.050571,734,0.635477602481842
1653335462.015987,769,0.6810916066169739
1653335507.630042,804,0.6518518328666687
1653335553.5016158,839,0.6370370388031006
1653335599.6143425,874,0.6569200754165649
1653335645.4070597,909,0.6760233640670776
1653335691.5072265,944,0.6385964751243591
1653335737.3038173,979,0.6756335496902466
1653335783.3172717,1014,0.6709551811218262
1653335829.3225894,1049,0.6573099493980408
1653335875.6372633,1084,0.6768031120300293
1653335921.459583,1119,0.6884990334510803
1653335967.4693646,1154,0.6951267123222351
1653336013.8515522,1189,0.6990253329277039
1653336059.5940616,1224,0.6888889074325562
1653336105.5249095,1259,0.6647173762321472
1653336151.350424,1294,0.6818713545799255
1653336197.513015,1329,0.6838206648826599
1653336243.9605885,1364,0.6463937759399414
1653336290.343548,1399,0.6487329602241516
